"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G55002500119002","550250119002","42","3"
"G55002500119003","550250119003","33","2"
"G55002500119004","550250119004","46","3"
"G55002500120021","550250120021","34","2"
"G55002500120022","550250120022","31","1"
"G55002500120023","550250120023","27","1"
"G55002500120024","550250120024","29","1"
"G55002500120031","550250120031","31","1"
"G55002500120032","550250120032","28","1"
"G55002500120033","550250120033","30","1"
"G55002500120041","550250120041","28","1"
"G55002500121001","550250121001","37","2"
"G55002500121002","550250121002","37","2"
"G55002500121003","550250121003","44","3"
"G55002500122011","550250122011","49","4"
"G55002500122021","550250122021","33","2"
"G55002500122022","550250122022","54","4"
"G55002500122023","550250122023","51","4"
"G55002500122024","550250122024","56","5"
"G55002500122025","550250122025","43","3"
"G55002500123001","550250123001","34","2"
"G55002500123002","550250123002","56","5"
"G55002500123003","550250123003","37","2"
"G55002500123004","550250123004","51","4"
"G55002500124001","550250124001","23","1"
"G55002500124002","550250124002","36","2"
"G55002500125011","550250125011","36","2"
"G55002500125012","550250125012","54","4"
"G55002500125013","550250125013","37","2"
"G55002500125014","550250125014","41","3"
"G55002500125021","550250125021","GQ","GQ"
"G55002500125022","550250125022","22","1"
"G55002500125023","550250125023","30","1"
"G55002500126001","550250126001","26","1"
"G55002500126002","550250126002","25","1"
"G55002500126003","550250126003","48","4"
"G55002500127001","550250127001","24","1"
"G55002500127002","550250127002","18","1"
"G55002500128001","550250128001","36","2"
"G55002500128002","550250128002","31","1"
"G55002500128003","550250128003","37","2"
"G55002500128004","550250128004","35","2"
"G55002500129001","550250129001","32","2"
"G55002500129002","550250129002","25","1"
"G55002500129003","550250129003","20","1"
"G55002500130001","550250130001","35","2"
"G55002500130002","550250130002","32","2"
"G55002500131001","550250131001","48","4"
"G55002500131002","550250131002","42","3"
"G55002500131003","550250131003","39","2"
"G55002500131004","550250131004","50","4"
"G55002500132011","550250132011","32","2"
"G55002500132012","550250132012","25","1"
"G55002500132021","550250132021","41","3"
"G55002500132022","550250132022","26","1"
"G55002500132023","550250132023","22","1"
"G55002500133011","550250133011","46","3"
"G55002500133012","550250133012","40","2"
"G55002500133021","550250133021","45","3"
"G55002500133022","550250133022","33","2"
"G55002500133023","550250133023","41","3"
"G55002500137001","550250137001","30","1"
"G55002500137002","550250137002","31","1"
"G55002500137003","550250137003","30","1"
"G55002509917020","550259917020","PH","PH"
"G55002509917030","550259917030","PH","PH"
"G55002709601001","550279601001","51","4"
"G55002709601002","550279601002","58","5"
"G55002709601003","550279601003","59","5"
"G55002709602001","550279602001","57","5"
"G55002709602002","550279602002","60","5"
"G55002709602003","550279602003","49","4"
"G55002709603001","550279603001","76","8"
"G55002709603002","550279603002","82","9"
"G55002709603003","550279603003","GQ","GQ"
"G55002709603004","550279603004","78","8"
"G55002709603005","550279603005","78","8"
"G55002709604001","550279604001","42","3"
"G55002709604002","550279604002","45","3"
"G55002709604003","550279604003","44","3"
"G55002709605001","550279605001","60","5"
"G55002709605002","550279605002","GQ","GQ"
"G55002709606001","550279606001","47","3"
"G55002709606002","550279606002","37","2"
"G55002709606003","550279606003","80","9"
"G55002709607001","550279607001","55","5"
"G55002709607002","550279607002","67","7"
"G55002709607003","550279607003","73","8"
"G55002709608001","550279608001","77","8"
"G55002709608002","550279608002","88","10"
"G55002709608003","550279608003","71","7"
"G55002709608004","550279608004","53","4"
"G55002709609001","550279609001","76","8"
"G55002709609002","550279609002","73","8"
"G55002709609003","550279609003","73","8"
"G55002709610001","550279610001","77","8"
"G55002709610002","550279610002","78","8"
"G55002709610003","550279610003","76","8"
"G55002709610004","550279610004","55","5"
"G55002709611001","550279611001","54","4"
"G55002709611002","550279611002","63","6"
"G55002709611003","550279611003","66","6"
"G55002709611004","550279611004","46","3"
"G55002709612001","550279612001","71","7"
"G55002709612002","550279612002","82","9"
"G55002709612003","550279612003","65","6"
"G55002709613001","550279613001","64","6"
"G55002709613002","550279613002","76","8"
"G55002709613003","550279613003","61","6"
"G55002709613004","550279613004","83","9"
"G55002709613005","550279613005","73","8"
"G55002709614001","550279614001","40","2"
"G55002709614002","550279614002","50","4"
"G55002709614003","550279614003","59","5"
"G55002709615001","550279615001","39","2"
"G55002709615002","550279615002","43","3"
"G55002709615003","550279615003","35","2"
"G55002709616001","550279616001","43","3"
"G55002709616002","550279616002","51","4"
"G55002709616003","550279616003","44","3"
"G55002709617001","550279617001","67","7"
"G55002709617002","550279617002","38","2"
"G55002709617003","550279617003","43","3"
"G55002709618001","550279618001","63","6"
"G55002709618002","550279618002","43","3"
"G55002709618003","550279618003","46","3"
"G55002709618004","550279618004","69","7"
"G55002709619001","550279619001","56","5"
"G55002709619002","550279619002","54","4"
"G55002709619003","550279619003","61","6"
"G55002709620001","550279620001","75","8"
"G55002709620002","550279620002","69","7"
"G55002709620003","550279620003","80","9"
"G55002901001001","550291001001","47","3"
"G55002901001002","550291001002","30","1"
"G55002901003001","550291003001","30","1"
"G55002901003002","550291003002","44","3"
"G55002901004001","550291004001","38","2"
"G55002901004002","550291004002","29","1"
"G55002901005001","550291005001","43","3"
"G55002901005002","550291005002","25","1"
"G55002901005003","550291005003","32","2"
"G55002901005004","550291005004","30","1"
"G55002901006001","550291006001","49","4"
"G55002901006002","550291006002","44","3"
"G55002901006003","550291006003","67","7"
"G55002901007001","550291007001","66","6"
"G55002901007002","550291007002","68","7"
"G55002901007003","550291007003","73","8"
"G55002901007004","550291007004","79","9"
"G55002901008001","550291008001","67","7"
"G55002901008002","550291008002","64","6"
"G55002901008003","550291008003","69","7"
"G55002901008004","550291008004","69","7"
"G55002901008005","550291008005","72","8"
"G55002901009001","550291009001","48","4"
"G55002901009002","550291009002","51","4"
"G55002901010001","550291010001","49","4"
"G55002901010002","550291010002","41","3"
"G55002909900000","550299900000","PH","PH"
"G55003100203001","550310203001","94","10"
"G55003100203002","550310203002","88","10"
"G55003100203003","550310203003","96","10"
"G55003100204001","550310204001","69","7"
"G55003100204002","550310204002","59","5"
"G55003100204003","550310204003","69","7"
"G55003100205001","550310205001","GQ","GQ"
"G55003100205002","550310205002","54","4"
"G55003100205003","550310205003","86","9"
"G55003100206001","550310206001","80","9"
"G55003100206002","550310206002","81","9"
"G55003100206003","550310206003","79","9"
"G55003100206004","550310206004","83","9"
"G55003100207001","550310207001","63","6"
"G55003100207002","550310207002","61","6"
"G55003100207003","550310207003","59","5"
"G55003100208001","550310208001","64","6"
"G55003100208002","550310208002","58","5"
"G55003100208003","550310208003","69","7"
"G55003100209001","550310209001","76","8"
"G55003100209002","550310209002","76","8"
"G55003100210001","550310210001","76","8"
"G55003100210002","550310210002","83","9"
"G55003100211001","550310211001","91","10"
"G55003100211002","550310211002","92","10"
"G55003100211003","550310211003","92","10"
"G55003100301011","550310301011","60","5"
"G55003100301012","550310301012","58","5"
"G55003100301013","550310301013","61","6"
"G55003100301014","550310301014","58","5"
"G55003100301021","550310301021","62","6"
"G55003100301022","550310301022","61","6"
"G55003100302001","550310302001","57","5"
"G55003100302002","550310302002","48","4"
"G55003100302003","550310302003","58","5"
"G55003100302004","550310302004","52","4"
"G55003100303011","550310303011","58","5"
"G55003100303012","550310303012","49","4"
"G55003100303013","550310303013","59","5"
"G55003100303021","550310303021","58","5"
"G55003100303022","550310303022","72","8"
"G55003100303023","550310303023","59","5"
"G55003109900000","550319900000","PH","PH"
"G55003309701001","550339701001","59","5"
"G55003309701002","550339701002","62","6"
"G55003309701003","550339701003","71","7"
"G55003309701004","550339701004","59","5"
"G55003309702001","550339702001","62","6"
"G55003309702002","550339702002","74","8"
"G55003309702003","550339702003","65","6"
"G55003309702004","550339702004","59","5"
"G55003309703001","550339703001","54","4"
"G55003309703002","550339703002","44","3"
"G55003309703003","550339703003","65","6"
"G55003309703004","550339703004","50","4"
"G55003309704001","550339704001","66","6"
"G55003309704002","550339704002","51","4"
"G55003309704003","550339704003","53","4"
"G55003309704004","550339704004","44","3"
"G55003309705001","550339705001","67","7"
"G55003309705002","550339705002","61","6"
"G55003309705003","550339705003","59","5"
"G55003309705004","550339705004","62","6"
"G55003309706001","550339706001","57","5"
"G55003309706002","550339706002","59","5"
"G55003309706003","550339706003","55","5"
"G55003309707001","550339707001","65","6"
"G55003309707002","550339707002","GQ","GQ"
"G55003309707003","550339707003","48","4"
"G55003309707004","550339707004","46","3"
"G55003309707005","550339707005","61","6"
"G55003309708011","550339708011","GQ","GQ"
"G55003309708021","550339708021","74","8"
"G55003309708022","550339708022","72","8"
"G55003309708023","550339708023","82","9"
"G55003500001001","550350001001","45","3"
"G55003500001002","550350001002","85","9"
"G55003500001003","550350001003","79","9"
"G55003500001004","550350001004","52","4"
"G55003500002001","550350002001","48","4"
"G55003500002002","550350002002","57","5"
"G55003500002003","550350002003","42","3"
"G55003500002004","550350002004","50","4"
"G55003500003011","550350003011","67","7"
"G55003500003012","550350003012","42","3"
"G55003500003021","550350003021","34","2"
"G55003500003022","550350003022","45","3"
"G55003500003023","550350003023","35","2"
"G55003500003024","550350003024","49","4"
"G55003500003025","550350003025","49","4"
"G55003500003026","550350003026","41","3"
"G55003500004011","550350004011","46","3"
"G55003500004021","550350004021","69","7"
"G55003500004022","550350004022","65","6"
"G55003500004023","550350004023","61","6"
"G55003500004024","550350004024","69","7"
"G55003500005011","550350005011","56","5"
"G55003500005012","550350005012","63","6"
"G55003500005013","550350005013","65","6"
"G55003500005014","550350005014","66","6"
"G55003500005021","550350005021","61","6"
"G55003500005022","550350005022","64","6"
"G55003500005023","550350005023","44","3"
"G55003500006001","550350006001","84","9"
"G55003500006002","550350006002","79","9"
"G55003500006003","550350006003","72","8"
"G55003500006004","550350006004","78","8"
"G55003500006005","550350006005","74","8"
"G55003500007001","550350007001","77","8"
"G55003500007002","550350007002","83","9"
"G55003500007003","550350007003","62","6"
"G55003500007004","550350007004","66","6"
"G55003500007005","550350007005","61","6"
"G55003500007006","550350007006","65","6"
"G55003500008011","550350008011","51","4"
"G55003500008012","550350008012","49","4"
"G55003500008013","550350008013","48","4"
"G55003500008014","550350008014","47","3"
